IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
150.230.109.138,8443,8443,true,NRT,Asia Pacific,Tokyo,115,8.70
155.248.177.210,8443,8443,true,NRT,Asia Pacific,Tokyo,97,8.70
168.138.196.164,2095,2095,false,HKG,Asia Pacific,Hong Kong,162,8.69
155.248.167.70,2052,2052,false,NRT,Asia Pacific,Tokyo,99,8.69
132.145.114.14,2087,2087,true,NRT,Asia Pacific,Tokyo,90,8.67
151.145.66.219,2086,2086,false,NRT,Asia Pacific,Tokyo,116,8.66
168.138.198.202,2053,2053,true,NRT,Asia Pacific,Tokyo,107,8.66
158.179.188.175,8443,8443,true,NRT,Asia Pacific,Tokyo,105,8.66
150.230.207.53,2083,2083,true,NRT,Asia Pacific,Tokyo,75,8.66
131.186.34.11,2052,2052,false,NRT,Asia Pacific,Tokyo,103,8.66
150.230.107.94,80,80,false,NRT,Asia Pacific,Tokyo,101,8.66
155.248.185.38,8443,8443,true,NRT,Asia Pacific,Tokyo,101,8.65
158.179.178.145,2086,2086,false,NRT,Asia Pacific,Tokyo,81,8.65
138.2.25.122,2083,2083,true,NRT,Asia Pacific,Tokyo,128,8.65
158.179.180.233,2053,2053,true,NRT,Asia Pacific,Tokyo,103,8.64
141.147.167.40,2086,2086,false,NRT,Asia Pacific,Tokyo,102,8.64
132.145.121.123,2096,2096,true,NRT,Asia Pacific,Tokyo,102,8.63
132.226.211.46,443,443,true,CDG,Europe,Paris,190,8.63
155.248.160.83,2053,2053,true,NRT,Asia Pacific,Tokyo,104,8.62
151.145.64.170,8880,8880,false,NRT,Asia Pacific,Tokyo,104,8.61
141.148.229.59,443,443,true,FRA,Europe,Frankfurt,198,8.60
168.138.205.195,2052,2052,false,NRT,Asia Pacific,Tokyo,97,8.60
150.230.104.197,2096,2096,true,NRT,Asia Pacific,Tokyo,101,8.59
84.235.168.61,443,443,true,CDG,Europe,Paris,306,8.59
155.248.180.103,8080,8080,false,NRT,Asia Pacific,Tokyo,101,8.59
151.145.65.203,2083,2083,true,NRT,Asia Pacific,Tokyo,129,8.57
143.47.242.105,443,443,true,FRA,Europe,Frankfurt,183,8.57
168.138.213.210,2096,2096,true,NRT,Asia Pacific,Tokyo,83,8.56
130.162.37.50,443,443,true,FRA,Europe,Frankfurt,191,8.55
132.145.127.21,2083,2083,true,NRT,Asia Pacific,Tokyo,99,8.55
141.147.181.148,2052,2052,false,NRT,Asia Pacific,Tokyo,101,8.55
131.186.59.232,2083,2083,true,HKG,Asia Pacific,Hong Kong,161,8.55
150.230.107.94,2095,2095,false,NRT,Asia Pacific,Tokyo,107,8.54
144.21.41.65,443,443,true,EWR,North America,Newark,219,8.54
131.186.41.255,2082,2082,false,NRT,Asia Pacific,Tokyo,77,8.54
141.147.167.40,2095,2095,false,NRT,Asia Pacific,Tokyo,103,8.53
168.138.194.121,2083,2083,true,NRT,Asia Pacific,Tokyo,100,8.53
150.230.108.135,2052,2052,false,NRT,Asia Pacific,Tokyo,102,8.52
193.123.34.81,443,443,true,FRA,Europe,Frankfurt,178,8.50
155.248.187.37,2053,2053,true,NRT,Asia Pacific,Tokyo,98,8.50
132.145.114.250,2086,2086,false,NRT,Asia Pacific,Tokyo,102,8.49
141.147.182.70,2087,2087,true,NRT,Asia Pacific,Tokyo,79,8.49
131.186.47.223,2086,2086,false,NRT,Asia Pacific,Tokyo,107,8.48
158.178.155.173,443,443,true,EWR,North America,Newark,193,8.46
131.186.47.255,2095,2095,false,NRT,Asia Pacific,Tokyo,98,8.46
138.3.212.226,8880,8880,false,NRT,Asia Pacific,Tokyo,87,8.45
155.248.179.132,8080,8080,false,NRT,Asia Pacific,Tokyo,116,8.45
151.145.71.40,2096,2096,true,NRT,Asia Pacific,Tokyo,105,8.45
131.186.46.75,8443,8443,true,NRT,Asia Pacific,Tokyo,116,8.44
155.248.177.210,2095,2095,false,NRT,Asia Pacific,Tokyo,98,8.44
131.186.36.248,8080,8080,false,NRT,Asia Pacific,Tokyo,102,8.43
141.147.191.132,2087,2087,true,NRT,Asia Pacific,Tokyo,86,8.42
155.248.166.141,8080,8080,false,NRT,Asia Pacific,Tokyo,99,8.42
158.179.191.14,8443,8443,true,NRT,Asia Pacific,Tokyo,110,8.41
140.83.37.145,80,80,false,NRT,Asia Pacific,Tokyo,102,8.41
141.147.168.159,8080,8080,false,NRT,Asia Pacific,Tokyo,79,8.40
131.186.47.223,8880,8880,false,NRT,Asia Pacific,Tokyo,100,8.40
155.248.176.28,2052,2052,false,NRT,Asia Pacific,Tokyo,113,8.40
132.145.117.216,2052,2052,false,NRT,Asia Pacific,Tokyo,104,8.40
132.145.127.51,2096,2096,true,NRT,Asia Pacific,Tokyo,110,8.40
151.145.71.40,2053,2053,true,NRT,Asia Pacific,Tokyo,102,8.39
151.145.65.8,2083,2083,true,NRT,Asia Pacific,Tokyo,87,8.39
138.2.19.122,2083,2083,true,NRT,Asia Pacific,Tokyo,123,8.38
138.3.212.162,80,80,false,NRT,Asia Pacific,Tokyo,113,8.35
150.230.207.53,2086,2086,false,NRT,Asia Pacific,Tokyo,78,8.34
132.145.126.21,2086,2086,false,NRT,Asia Pacific,Tokyo,103,8.34
141.147.108.142,443,443,true,FRA,Europe,Frankfurt,173,8.34
150.230.101.125,2087,2087,true,NRT,Asia Pacific,Tokyo,99,8.33
155.248.176.28,2053,2053,true,NRT,Asia Pacific,Tokyo,99,8.32
141.148.238.132,443,443,true,EWR,North America,Newark,159,8.31
138.2.14.209,2053,2053,true,NRT,Asia Pacific,Tokyo,83,8.30
131.186.34.11,8880,8880,false,NRT,Asia Pacific,Tokyo,97,8.28
131.186.37.191,8880,8880,false,NRT,Asia Pacific,Tokyo,109,8.28
155.248.179.132,80,80,false,NRT,Asia Pacific,Tokyo,98,8.28
138.2.29.250,2087,2087,true,NRT,Asia Pacific,Tokyo,117,8.28
131.186.43.107,2095,2095,false,NRT,Asia Pacific,Tokyo,100,8.28
132.145.121.247,2052,2052,false,NRT,Asia Pacific,Tokyo,102,8.27
141.147.164.54,8080,8080,false,NRT,Asia Pacific,Tokyo,110,8.26
150.230.222.185,2053,2053,true,NRT,Asia Pacific,Tokyo,106,8.24
168.138.212.74,2052,2052,false,NRT,Asia Pacific,Tokyo,105,8.23
151.145.75.28,8880,8880,false,NRT,Asia Pacific,Tokyo,84,8.23
150.230.109.138,8880,8880,false,NRT,Asia Pacific,Tokyo,79,8.23
141.147.174.7,2052,2052,false,NRT,Asia Pacific,Tokyo,101,8.22
168.138.206.68,2087,2087,true,NRT,Asia Pacific,Tokyo,77,8.21
155.248.162.160,8443,8443,true,NRT,Asia Pacific,Tokyo,108,8.20
132.145.124.198,8443,8443,true,NRT,Asia Pacific,Tokyo,99,8.20
150.230.219.168,8080,8080,false,NRT,Asia Pacific,Tokyo,93,8.20
138.2.20.230,2082,2082,false,NRT,Asia Pacific,Tokyo,104,8.19
138.2.13.133,2087,2087,true,NRT,Asia Pacific,Tokyo,78,8.19
155.248.176.68,2087,2087,true,NRT,Asia Pacific,Tokyo,98,8.18
132.145.123.143,2053,2053,true,NRT,Asia Pacific,Tokyo,103,8.18
132.226.193.37,2053,443,true,FRA,Europe,Frankfurt,180,8.16
168.138.205.38,2096,2096,true,NRT,Asia Pacific,Tokyo,95,8.16
150.230.105.228,2052,2052,false,HKG,Asia Pacific,Hong Kong,135,8.16
150.230.108.135,8443,8443,true,NRT,Asia Pacific,Tokyo,101,8.15
151.145.74.56,80,80,false,NRT,Asia Pacific,Tokyo,79,8.15
138.2.18.11,80,80,false,NRT,Asia Pacific,Tokyo,101,8.15
138.2.14.164,8880,8880,false,NRT,Asia Pacific,Tokyo,80,8.14
168.138.209.84,8880,8880,false,NRT,Asia Pacific,Tokyo,98,8.13
155.248.168.251,2087,2087,true,NRT,Asia Pacific,Tokyo,111,8.10
131.186.34.11,2053,2053,true,NRT,Asia Pacific,Tokyo,102,8.10
151.145.69.174,2095,2095,false,NRT,Asia Pacific,Tokyo,122,8.09
141.147.178.115,2096,2096,true,NRT,Asia Pacific,Tokyo,102,8.09
150.230.222.185,2087,2087,true,NRT,Asia Pacific,Tokyo,103,8.08
150.230.212.213,80,80,false,NRT,Asia Pacific,Tokyo,75,8.08
131.186.35.189,8080,8080,false,NRT,Asia Pacific,Tokyo,103,8.07
158.179.188.7,8880,8880,false,NRT,Asia Pacific,Tokyo,79,8.07
151.145.68.166,8080,8080,false,NRT,Asia Pacific,Tokyo,81,8.07
158.101.221.199,443,443,true,FRA,Europe,Frankfurt,182,8.05
150.230.214.218,8080,8080,false,NRT,Asia Pacific,Tokyo,115,8.05
155.248.162.160,2087,2087,true,NRT,Asia Pacific,Tokyo,101,8.04
150.230.221.114,2087,2087,true,NRT,Asia Pacific,Tokyo,105,8.03
155.248.160.83,8443,8443,true,NRT,Asia Pacific,Tokyo,116,8.01
138.2.31.68,2086,2086,false,HKG,Asia Pacific,Hong Kong,135,8.01
141.147.174.190,2053,2053,true,NRT,Asia Pacific,Tokyo,145,8.00
132.145.13.195,443,443,true,AMS,Europe,Amsterdam,204,8.00
150.230.219.83,8443,8443,true,NRT,Asia Pacific,Tokyo,98,8.00
144.21.57.68,443,443,true,EWR,North America,Newark,191,8.00
141.147.111.107,443,443,true,FRA,Europe,Frankfurt,169,7.99
132.145.114.250,2083,2083,true,NRT,Asia Pacific,Tokyo,105,7.99
155.248.177.210,2096,2096,true,NRT,Asia Pacific,Tokyo,98,7.98
155.248.187.37,8880,8880,false,NRT,Asia Pacific,Tokyo,98,7.98
155.248.187.37,2052,2052,false,NRT,Asia Pacific,Tokyo,102,7.97
143.47.178.185,443,443,true,EWR,North America,Newark,170,7.95
132.145.114.4,2087,2087,true,NRT,Asia Pacific,Tokyo,107,7.95
168.138.194.121,2095,2095,false,NRT,Asia Pacific,Tokyo,101,7.94
131.186.63.127,8443,8443,true,NRT,Asia Pacific,Tokyo,105,7.94
168.138.212.175,8443,8443,true,NRT,Asia Pacific,Tokyo,96,7.93
141.147.166.189,8880,8880,false,NRT,Asia Pacific,Tokyo,74,7.93
131.186.62.26,2082,2082,false,NRT,Asia Pacific,Tokyo,107,7.92
151.145.69.174,2083,2083,true,NRT,Asia Pacific,Tokyo,132,7.92
150.230.214.218,2083,2083,true,NRT,Asia Pacific,Tokyo,107,7.92
138.2.14.164,2096,2096,true,NRT,Asia Pacific,Tokyo,131,7.91
150.230.222.185,8080,8080,false,NRT,Asia Pacific,Tokyo,105,7.90
138.2.131.23,443,443,true,IAD,North America,Ashburn,191,7.89
151.145.74.56,2087,2087,true,NRT,Asia Pacific,Tokyo,85,7.89
132.145.112.168,8443,8443,true,NRT,Asia Pacific,Tokyo,100,7.88
132.145.125.165,2087,2087,true,NRT,Asia Pacific,Tokyo,95,7.88
141.148.244.227,443,443,true,AMS,Europe,Amsterdam,173,7.87
151.145.71.127,8443,8443,true,NRT,Asia Pacific,Tokyo,89,7.87
150.230.109.252,8443,8443,true,NRT,Asia Pacific,Tokyo,110,7.86
132.145.121.34,2096,2096,true,NRT,Asia Pacific,Tokyo,91,7.85
131.186.59.94,2083,2083,true,NRT,Asia Pacific,Tokyo,103,7.85
155.248.179.132,2082,2082,false,NRT,Asia Pacific,Tokyo,100,7.84
150.230.205.56,2095,2095,false,NRT,Asia Pacific,Tokyo,101,7.84
138.2.19.122,2082,2082,false,NRT,Asia Pacific,Tokyo,102,7.83
131.186.44.38,2087,2087,true,NRT,Asia Pacific,Tokyo,78,7.83
132.145.121.123,8443,8443,true,NRT,Asia Pacific,Tokyo,107,7.81
141.147.189.242,8080,8080,false,NRT,Asia Pacific,Tokyo,77,7.81
151.145.74.56,2096,2096,true,NRT,Asia Pacific,Tokyo,81,7.80
138.2.14.209,2096,2096,true,NRT,Asia Pacific,Tokyo,110,7.79
168.138.206.109,2083,2083,true,NRT,Asia Pacific,Tokyo,102,7.77
155.248.180.103,2082,2082,false,NRT,Asia Pacific,Tokyo,99,7.76
138.3.214.43,2082,2082,false,NRT,Asia Pacific,Tokyo,90,7.76
138.2.14.164,2083,2083,true,NRT,Asia Pacific,Tokyo,165,7.76
155.248.169.71,2095,2095,false,NRT,Asia Pacific,Tokyo,111,7.75
141.147.72.71,443,443,true,CDG,Europe,Paris,177,7.73
155.248.160.83,2052,2052,false,NRT,Asia Pacific,Tokyo,111,7.73
140.83.37.145,2095,2095,false,NRT,Asia Pacific,Tokyo,76,7.72
138.2.19.122,2087,2087,true,NRT,Asia Pacific,Tokyo,102,7.72
158.179.180.233,2086,2086,false,NRT,Asia Pacific,Tokyo,110,7.72
150.230.219.168,2052,2052,false,NRT,Asia Pacific,Tokyo,81,7.72
168.138.211.131,8443,8443,true,NRT,Asia Pacific,Tokyo,76,7.70
168.138.200.155,2083,2083,true,NRT,Asia Pacific,Tokyo,98,7.70
144.21.63.163,443,443,true,FRA,Europe,Frankfurt,205,7.68
151.145.65.203,2052,2052,false,NRT,Asia Pacific,Tokyo,99,7.68
138.3.208.9,2095,2095,false,NRT,Asia Pacific,Tokyo,110,7.68
141.147.178.135,2083,2083,true,HKG,Asia Pacific,Hong Kong,157,7.68
151.145.75.28,2095,2095,false,NRT,Asia Pacific,Tokyo,92,7.68
131.186.43.107,2087,2087,true,NRT,Asia Pacific,Tokyo,75,7.68
141.147.147.28,80,80,false,KIX,Asia Pacific,Osaka,104,7.67
141.147.168.13,8080,8080,false,NRT,Asia Pacific,Tokyo,103,7.67
131.186.43.107,8443,8443,true,NRT,Asia Pacific,Tokyo,114,7.66
138.2.131.58,443,443,true,FRA,Europe,Frankfurt,206,7.66
140.238.120.96,443,443,true,FRA,Europe,Frankfurt,232,7.65
164.152.26.70,2052,443,true,ORD,North America,Chicago,219,7.65
158.179.191.14,2096,2096,true,NRT,Asia Pacific,Tokyo,99,7.63
168.138.211.217,2082,2082,false,NRT,Asia Pacific,Tokyo,102,7.62
155.248.177.210,8880,8880,false,NRT,Asia Pacific,Tokyo,115,7.59
132.145.121.175,2083,2083,true,NRT,Asia Pacific,Tokyo,114,7.59
131.186.59.232,2087,2087,true,HKG,Asia Pacific,Hong Kong,135,7.58
132.145.120.115,2087,2087,true,NRT,Asia Pacific,Tokyo,100,7.58
131.186.63.184,2083,2083,true,NRT,Asia Pacific,Tokyo,76,7.57
168.138.212.40,2095,2095,false,NRT,Asia Pacific,Tokyo,75,7.57
131.186.41.255,2095,2095,false,NRT,Asia Pacific,Tokyo,114,7.56
151.145.69.105,2083,2083,true,HKG,Asia Pacific,Hong Kong,165,7.56
138.2.14.209,2083,2083,true,NRT,Asia Pacific,Tokyo,100,7.53
155.248.179.132,2096,2096,true,NRT,Asia Pacific,Tokyo,77,7.53
141.147.76.48,443,443,true,FRA,Europe,Frankfurt,193,7.53
150.230.101.125,8443,8443,true,NRT,Asia Pacific,Tokyo,99,7.53
150.230.214.218,2052,2052,false,NRT,Asia Pacific,Tokyo,103,7.51
168.138.196.164,80,80,false,HKG,Asia Pacific,Hong Kong,128,7.51
155.248.187.37,2083,2083,true,NRT,Asia Pacific,Tokyo,105,7.51
168.138.209.244,2087,2087,true,NRT,Asia Pacific,Tokyo,109,7.50
131.186.34.11,2087,2087,true,NRT,Asia Pacific,Tokyo,103,7.50
138.2.14.209,8080,8080,false,NRT,Asia Pacific,Tokyo,109,7.49
155.248.181.4,2096,2096,true,NRT,Asia Pacific,Tokyo,99,7.48
155.248.168.251,2096,2096,true,NRT,Asia Pacific,Tokyo,79,7.48
141.147.181.148,8443,8443,true,NRT,Asia Pacific,Tokyo,118,7.42
150.230.99.173,2053,2053,true,NRT,Asia Pacific,Tokyo,101,7.41
132.145.122.95,8443,8443,true,NRT,Asia Pacific,Tokyo,120,7.40
131.186.34.11,2095,2095,false,NRT,Asia Pacific,Tokyo,100,7.40
150.230.118.56,443,443,true,CDG,Europe,Paris,177,7.38
138.2.12.32,8443,8443,true,NRT,Asia Pacific,Tokyo,124,7.37
158.179.191.14,2086,2086,false,NRT,Asia Pacific,Tokyo,96,7.36
168.138.214.62,80,80,false,NRT,Asia Pacific,Tokyo,109,7.36
150.230.221.114,2086,2086,false,NRT,Asia Pacific,Tokyo,79,7.36
155.248.165.169,80,80,false,NRT,Asia Pacific,Tokyo,100,7.35
151.145.65.203,2086,2086,false,NRT,Asia Pacific,Tokyo,121,7.35
138.2.19.122,8080,8080,false,NRT,Asia Pacific,Tokyo,121,7.33
155.248.181.4,2086,2086,false,NRT,Asia Pacific,Tokyo,102,7.33
131.186.58.151,2086,2086,false,NRT,Asia Pacific,Tokyo,105,7.32
150.230.214.218,2053,2053,true,NRT,Asia Pacific,Tokyo,93,7.31
141.147.174.190,80,80,false,NRT,Asia Pacific,Tokyo,104,7.31
158.179.176.239,2053,2053,true,NRT,Asia Pacific,Tokyo,99,7.28
155.248.178.235,8080,8080,false,NRT,Asia Pacific,Tokyo,102,7.27
138.3.212.162,8443,8443,true,NRT,Asia Pacific,Tokyo,152,7.26
132.145.121.242,8443,8443,true,HKG,Asia Pacific,Hong Kong,159,7.26
138.3.212.144,2087,2087,true,NRT,Asia Pacific,Tokyo,149,7.25
168.138.212.87,443,443,true,NRT,Asia Pacific,Tokyo,94,7.24
138.2.24.114,2053,2053,true,NRT,Asia Pacific,Tokyo,148,7.24
151.145.75.28,2087,2087,true,NRT,Asia Pacific,Tokyo,106,7.22
168.138.194.121,2096,2096,true,NRT,Asia Pacific,Tokyo,96,7.21
155.248.180.103,2053,2053,true,NRT,Asia Pacific,Tokyo,104,7.21
140.83.37.145,2053,2053,true,NRT,Asia Pacific,Tokyo,103,7.20
155.248.176.28,2083,2083,true,NRT,Asia Pacific,Tokyo,97,7.20
131.186.37.191,2095,2095,false,NRT,Asia Pacific,Tokyo,111,7.19
150.230.107.94,2053,2053,true,NRT,Asia Pacific,Tokyo,78,7.18
168.138.206.68,8080,8080,false,NRT,Asia Pacific,Tokyo,98,7.18
141.147.74.8,443,443,true,FRA,Europe,Frankfurt,195,7.15
138.2.13.200,8080,8080,false,NRT,Asia Pacific,Tokyo,105,7.15
168.138.202.145,8443,8443,true,NRT,Asia Pacific,Tokyo,97,7.15
150.230.98.39,80,80,false,NRT,Asia Pacific,Tokyo,99,7.14
150.230.99.173,2086,2086,false,NRT,Asia Pacific,Tokyo,107,7.13
168.138.202.145,2087,2087,true,NRT,Asia Pacific,Tokyo,123,7.13
168.138.196.164,8443,8443,true,HKG,Asia Pacific,Hong Kong,155,7.12
40.233.77.86,2096,443,true,YYZ,North America,Toronto,246,7.12
155.248.166.141,2083,2083,true,NRT,Asia Pacific,Tokyo,109,7.12
151.145.71.40,8443,8443,true,NRT,Asia Pacific,Tokyo,126,7.12
150.230.221.219,2086,2086,false,NRT,Asia Pacific,Tokyo,100,7.11
150.230.219.83,2087,2087,true,NRT,Asia Pacific,Tokyo,76,7.11
141.147.178.202,2086,2086,false,NRT,Asia Pacific,Tokyo,77,7.11
132.145.121.125,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.10
138.2.11.179,8880,8880,false,NRT,Asia Pacific,Tokyo,75,7.09
155.248.167.70,8443,8443,true,NRT,Asia Pacific,Tokyo,103,7.08
150.230.105.228,8443,8443,true,HKG,Asia Pacific,Hong Kong,171,7.08
158.179.186.138,2096,2096,true,NRT,Asia Pacific,Tokyo,105,7.08
168.138.196.164,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,7.07
138.2.13.200,2086,2086,false,NRT,Asia Pacific,Tokyo,93,7.07
168.138.217.146,2087,2087,true,NRT,Asia Pacific,Tokyo,103,7.07
131.186.34.244,8443,8443,true,NRT,Asia Pacific,Tokyo,101,7.06
151.145.70.28,2095,2095,false,NRT,Asia Pacific,Tokyo,114,7.06
138.3.214.43,8880,8880,false,NRT,Asia Pacific,Tokyo,108,7.04
150.230.105.179,2086,2086,false,NRT,Asia Pacific,Tokyo,78,7.02
150.230.105.53,2053,2053,true,NRT,Asia Pacific,Tokyo,99,7.02
150.230.216.117,8080,8080,false,NRT,Asia Pacific,Tokyo,101,7.01
155.248.181.4,2083,2083,true,NRT,Asia Pacific,Tokyo,77,7.00
155.248.166.39,80,80,false,NRT,Asia Pacific,Tokyo,103,6.99
132.145.120.182,8880,8880,false,NRT,Asia Pacific,Tokyo,105,6.99
151.145.66.219,2096,2096,true,NRT,Asia Pacific,Tokyo,124,6.98
132.226.134.7,443,443,true,FRA,Europe,Frankfurt,174,6.98
131.186.37.191,2082,2082,false,NRT,Asia Pacific,Tokyo,99,6.97
132.145.123.238,8443,8443,true,NRT,Asia Pacific,Tokyo,105,6.96
164.152.17.14,443,443,true,ORD,North America,Chicago,271,6.96
168.138.214.62,2096,2096,true,NRT,Asia Pacific,Tokyo,105,6.93
155.248.178.235,2087,2087,true,NRT,Asia Pacific,Tokyo,90,6.93
150.230.205.56,80,80,false,NRT,Asia Pacific,Tokyo,100,6.92
131.186.59.94,2082,2082,false,NRT,Asia Pacific,Tokyo,101,6.92
143.47.253.112,443,443,true,FRA,Europe,Frankfurt,189,6.91
132.145.113.148,2082,2082,false,NRT,Asia Pacific,Tokyo,88,6.90
155.248.179.132,2087,2087,true,NRT,Asia Pacific,Tokyo,76,6.89
130.61.211.43,2096,443,true,FRA,Europe,Frankfurt,166,6.88
168.138.211.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,153,6.88
141.147.174.7,8443,8443,true,NRT,Asia Pacific,Tokyo,109,6.88
131.186.47.255,2053,2053,true,NRT,Asia Pacific,Tokyo,76,6.87
193.122.93.138,80,80,false,ATH,Europe,Athens,229,6.87
140.83.37.145,2052,2052,false,NRT,Asia Pacific,Tokyo,107,6.87
150.230.101.125,2083,2083,true,NRT,Asia Pacific,Tokyo,101,6.85
150.230.212.87,8080,8080,false,NRT,Asia Pacific,Tokyo,107,6.85
155.248.176.68,2083,2083,true,NRT,Asia Pacific,Tokyo,102,6.84
155.248.160.116,2087,2087,true,NRT,Asia Pacific,Tokyo,108,6.83
131.186.46.75,2096,2096,true,NRT,Asia Pacific,Tokyo,82,6.82
141.147.170.160,2096,2096,true,NRT,Asia Pacific,Tokyo,109,6.82
132.145.124.198,2096,2096,true,NRT,Asia Pacific,Tokyo,119,6.82
168.138.211.217,2083,2083,true,NRT,Asia Pacific,Tokyo,100,6.80
151.145.65.8,2053,2053,true,NRT,Asia Pacific,Tokyo,111,6.80
150.230.101.125,2053,2053,true,NRT,Asia Pacific,Tokyo,118,6.80
151.145.75.28,2053,2053,true,NRT,Asia Pacific,Tokyo,121,6.79
143.47.243.144,8443,443,true,LHR,Europe,London,174,6.76
150.230.107.197,2096,2096,true,NRT,Asia Pacific,Tokyo,90,6.74
155.248.167.70,2053,2053,true,NRT,Asia Pacific,Tokyo,75,6.74
141.147.191.211,2053,2053,true,NRT,Asia Pacific,Tokyo,81,6.74
155.248.187.37,80,80,false,NRT,Asia Pacific,Tokyo,78,6.74
150.230.208.83,2087,2087,true,NRT,Asia Pacific,Tokyo,139,6.74
168.138.217.146,2096,2096,true,NRT,Asia Pacific,Tokyo,99,6.72
151.145.75.28,2083,2083,true,NRT,Asia Pacific,Tokyo,134,6.72
155.248.174.71,8443,8443,true,NRT,Asia Pacific,Tokyo,98,6.70
158.179.186.138,2082,2082,false,NRT,Asia Pacific,Tokyo,78,6.69
131.186.60.162,2082,2082,false,NRT,Asia Pacific,Tokyo,100,6.68
131.186.36.248,2087,2087,true,NRT,Asia Pacific,Tokyo,114,6.67
155.248.162.160,2082,2082,false,NRT,Asia Pacific,Tokyo,107,6.65
141.147.191.132,2053,2053,true,NRT,Asia Pacific,Tokyo,105,6.65
132.145.127.51,2087,2087,true,NRT,Asia Pacific,Tokyo,129,6.65
168.138.206.236,2053,2053,true,NRT,Asia Pacific,Tokyo,98,6.64
168.138.212.74,2087,2087,true,NRT,Asia Pacific,Tokyo,98,6.63
155.248.176.68,2095,2095,false,NRT,Asia Pacific,Tokyo,112,6.63
151.145.70.28,8880,8880,false,NRT,Asia Pacific,Tokyo,115,6.63
131.186.59.94,2052,2052,false,NRT,Asia Pacific,Tokyo,104,6.63
131.186.41.82,2082,2082,false,NRT,Asia Pacific,Tokyo,111,6.62
150.136.241.40,443,443,true,IAD,North America,Ashburn,229,6.62
132.145.120.103,2083,2083,true,NRT,Asia Pacific,Tokyo,100,6.60
138.2.31.68,2083,2083,true,HKG,Asia Pacific,Hong Kong,182,6.60
158.179.191.14,8080,8080,false,NRT,Asia Pacific,Tokyo,96,6.57
138.3.210.114,2087,2087,true,NRT,Asia Pacific,Tokyo,189,6.57
132.145.126.204,80,80,false,NRT,Asia Pacific,Tokyo,102,6.55
151.145.64.170,2082,2082,false,NRT,Asia Pacific,Tokyo,100,6.54
151.145.70.28,2053,2053,true,NRT,Asia Pacific,Tokyo,78,6.54
151.145.66.219,8080,8080,false,NRT,Asia Pacific,Tokyo,103,6.54
132.145.121.242,2086,2086,false,HKG,Asia Pacific,Hong Kong,138,6.54
138.2.14.248,2095,2095,false,HKG,Asia Pacific,Hong Kong,133,6.54
150.230.222.185,8443,8443,true,NRT,Asia Pacific,Tokyo,104,6.53
150.230.205.56,8080,8080,false,NRT,Asia Pacific,Tokyo,77,6.50
150.230.213.95,8443,8443,true,NRT,Asia Pacific,Tokyo,82,6.50
155.248.165.169,2053,2053,true,NRT,Asia Pacific,Tokyo,132,6.50
140.238.32.112,2053,2053,true,NRT,Asia Pacific,Tokyo,78,6.47
138.3.210.114,80,80,false,NRT,Asia Pacific,Tokyo,93,6.47
141.147.182.70,2096,2096,true,NRT,Asia Pacific,Tokyo,102,6.46
150.230.99.173,8080,8080,false,NRT,Asia Pacific,Tokyo,78,6.45
168.138.206.68,2095,2095,false,NRT,Asia Pacific,Tokyo,109,6.43
158.179.182.19,2053,2053,true,NRT,Asia Pacific,Tokyo,101,6.42
155.248.166.39,2082,2082,false,NRT,Asia Pacific,Tokyo,100,6.39
155.248.160.83,2087,2087,true,NRT,Asia Pacific,Tokyo,112,6.38
150.230.105.228,2053,2053,true,HKG,Asia Pacific,Hong Kong,167,6.37
155.248.169.25,2083,2083,true,NRT,Asia Pacific,Tokyo,100,6.37
155.248.182.244,8080,8080,false,NRT,Asia Pacific,Tokyo,108,6.36
138.3.212.144,2082,2082,false,NRT,Asia Pacific,Tokyo,100,6.35
141.147.186.210,2095,2095,false,NRT,Asia Pacific,Tokyo,100,6.34
141.147.178.135,2086,2086,false,HKG,Asia Pacific,Hong Kong,137,6.33
168.138.198.53,2083,2083,true,NRT,Asia Pacific,Tokyo,106,6.32
151.145.69.105,2052,2052,false,HKG,Asia Pacific,Hong Kong,143,6.28
131.186.40.31,8443,8443,true,HKG,Asia Pacific,Hong Kong,158,6.27
138.3.208.9,8880,8880,false,NRT,Asia Pacific,Tokyo,108,6.24
150.230.213.95,2083,2083,true,NRT,Asia Pacific,Tokyo,101,6.24
131.186.34.244,80,80,false,NRT,Asia Pacific,Tokyo,75,6.22
131.186.46.75,2095,2095,false,NRT,Asia Pacific,Tokyo,109,6.22
132.145.123.143,2082,2082,false,NRT,Asia Pacific,Tokyo,112,6.20
168.138.196.164,8080,8080,false,HKG,Asia Pacific,Hong Kong,156,6.19
138.2.20.48,2082,2082,false,NRT,Asia Pacific,Tokyo,104,6.18
132.145.121.125,8080,8080,false,NRT,Asia Pacific,Tokyo,103,6.17
129.153.165.237,443,443,true,IAD,North America,Ashburn,238,6.17
144.21.56.80,443,443,true,FRA,Europe,Frankfurt,168,6.17
155.248.166.39,2052,2052,false,NRT,Asia Pacific,Tokyo,108,6.16
138.2.13.133,2083,2083,true,NRT,Asia Pacific,Tokyo,180,6.15
151.145.69.105,2087,2087,true,HKG,Asia Pacific,Hong Kong,159,6.14
150.230.212.213,8080,8080,false,NRT,Asia Pacific,Tokyo,105,6.12
