IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
151.145.66.219,8443,8443,true,NRT,Asia Pacific,Tokyo,100,7.71
152.70.106.21,2082,2082,false,NRT,Asia Pacific,Tokyo,84,7.71
168.138.192.185,2095,2095,false,NRT,Asia Pacific,Tokyo,99,7.70
150.230.200.210,8443,8443,true,NRT,Asia Pacific,Tokyo,102,7.70
141.147.183.96,2096,2096,true,NRT,Asia Pacific,Tokyo,117,7.69
168.138.212.40,80,80,false,NRT,Asia Pacific,Tokyo,81,7.69
168.138.198.202,2053,2053,true,NRT,Asia Pacific,Tokyo,86,7.68
150.230.221.219,80,80,false,NRT,Asia Pacific,Tokyo,107,7.66
158.179.189.106,2087,2087,true,NRT,Asia Pacific,Tokyo,98,7.66
168.138.200.155,8080,8080,false,NRT,Asia Pacific,Tokyo,76,7.65
151.145.66.219,2086,2086,false,NRT,Asia Pacific,Tokyo,106,7.64
141.147.178.202,2096,2096,true,NRT,Asia Pacific,Tokyo,75,7.63
168.138.196.237,8880,8880,false,NRT,Asia Pacific,Tokyo,83,7.63
168.138.214.62,8080,8080,false,NRT,Asia Pacific,Tokyo,104,7.63
168.138.196.164,8880,8880,false,HKG,Asia Pacific,Hong Kong,167,7.63
151.145.65.8,2096,2096,true,NRT,Asia Pacific,Tokyo,119,7.62
140.83.37.145,2087,2087,true,NRT,Asia Pacific,Tokyo,103,7.60
168.138.198.53,80,80,false,NRT,Asia Pacific,Tokyo,100,7.60
168.138.196.164,2082,2082,false,HKG,Asia Pacific,Hong Kong,156,7.60
151.145.70.28,8443,8443,true,NRT,Asia Pacific,Tokyo,130,7.59
141.147.169.131,2087,2087,true,NRT,Asia Pacific,Tokyo,116,7.59
168.138.196.164,8080,8080,false,HKG,Asia Pacific,Hong Kong,158,7.58
158.179.188.159,8880,8880,false,NRT,Asia Pacific,Tokyo,101,7.57
168.138.198.53,2083,2083,true,NRT,Asia Pacific,Tokyo,76,7.55
193.123.74.12,443,443,true,DXB,Middle East,Dubai,146,7.54
168.138.206.236,8443,8443,true,NRT,Asia Pacific,Tokyo,98,7.52
140.238.54.166,2083,2083,true,NRT,Asia Pacific,Tokyo,76,7.52
141.147.168.159,2087,2087,true,NRT,Asia Pacific,Tokyo,83,7.51
141.147.178.202,2087,2087,true,NRT,Asia Pacific,Tokyo,109,7.50
138.3.217.39,2053,2053,true,NRT,Asia Pacific,Tokyo,103,7.49
168.138.206.68,8880,8880,false,NRT,Asia Pacific,Tokyo,79,7.49
168.138.206.236,2096,2096,true,NRT,Asia Pacific,Tokyo,112,7.48
151.145.69.105,2082,2082,false,HKG,Asia Pacific,Hong Kong,157,7.48
151.145.71.40,2082,2082,false,NRT,Asia Pacific,Tokyo,102,7.48
141.147.175.230,2083,2083,true,NRT,Asia Pacific,Tokyo,106,7.47
168.138.206.236,80,80,false,NRT,Asia Pacific,Tokyo,103,7.46
158.179.178.142,8080,8080,false,NRT,Asia Pacific,Tokyo,99,7.43
141.147.178.202,2052,2052,false,NRT,Asia Pacific,Tokyo,107,7.42
152.70.104.69,8080,8080,false,NRT,Asia Pacific,Tokyo,100,7.42
140.238.52.141,8443,8443,true,NRT,Asia Pacific,Tokyo,117,7.41
168.138.205.38,2083,2083,true,NRT,Asia Pacific,Tokyo,81,7.39
168.138.214.62,2052,2052,false,NRT,Asia Pacific,Tokyo,106,7.39
151.145.65.8,8880,8880,false,NRT,Asia Pacific,Tokyo,105,7.39
141.147.174.7,2086,2086,false,NRT,Asia Pacific,Tokyo,99,7.37
158.179.183.2,2052,2052,false,NRT,Asia Pacific,Tokyo,101,7.36
141.147.181.148,2096,2096,true,NRT,Asia Pacific,Tokyo,102,7.35
150.230.212.87,2082,2082,false,NRT,Asia Pacific,Tokyo,78,7.31
168.138.209.244,8880,8880,false,NRT,Asia Pacific,Tokyo,98,7.30
141.147.191.211,8080,8080,false,NRT,Asia Pacific,Tokyo,101,7.29
168.138.209.244,2095,2095,false,NRT,Asia Pacific,Tokyo,103,7.28
152.70.106.21,8443,8443,true,NRT,Asia Pacific,Tokyo,104,7.27
141.147.183.96,2083,2083,true,NRT,Asia Pacific,Tokyo,112,7.27
141.147.191.211,2083,2083,true,NRT,Asia Pacific,Tokyo,93,7.24
152.70.106.185,8080,8080,false,NRT,Asia Pacific,Tokyo,106,7.24
168.138.205.195,80,80,false,NRT,Asia Pacific,Tokyo,103,7.22
141.144.201.151,443,443,true,FRA,Europe,Frankfurt,173,7.22
141.147.168.159,2083,2083,true,NRT,Asia Pacific,Tokyo,100,7.20
164.152.26.70,2052,443,true,ORD,North America,Chicago,218,7.20
151.145.66.219,8080,8080,false,NRT,Asia Pacific,Tokyo,101,7.17
150.230.208.83,8880,8880,false,NRT,Asia Pacific,Tokyo,106,7.17
168.138.206.236,8443,8443,true,NRT,Asia Pacific,Tokyo,100,7.15
138.3.212.226,2096,2096,true,NRT,Asia Pacific,Tokyo,77,7.14
150.230.212.87,2086,2086,false,NRT,Asia Pacific,Tokyo,100,7.13
168.138.206.68,80,80,false,NRT,Asia Pacific,Tokyo,100,7.12
168.138.206.236,2083,2083,true,NRT,Asia Pacific,Tokyo,113,7.11
168.138.195.31,2095,2095,false,NRT,Asia Pacific,Tokyo,81,7.11
168.138.217.146,2087,2087,true,NRT,Asia Pacific,Tokyo,92,7.10
152.70.106.13,2083,2083,true,NRT,Asia Pacific,Tokyo,100,7.08
168.138.212.175,2086,2086,false,NRT,Asia Pacific,Tokyo,108,7.08
168.138.206.68,2052,2052,false,NRT,Asia Pacific,Tokyo,77,7.07
168.138.194.121,2086,2086,false,NRT,Asia Pacific,Tokyo,105,7.06
141.147.169.131,80,80,false,NRT,Asia Pacific,Tokyo,101,7.06
168.138.200.155,2083,2083,true,NRT,Asia Pacific,Tokyo,108,7.05
164.152.26.70,2086,443,true,ORD,North America,Chicago,214,7.04
150.230.214.218,2087,2087,true,NRT,Asia Pacific,Tokyo,119,7.04
140.83.34.230,2086,2086,false,NRT,Asia Pacific,Tokyo,81,7.04
141.147.71.89,443,443,true,FRA,Europe,Frankfurt,231,7.03
141.147.182.70,2096,2096,true,NRT,Asia Pacific,Tokyo,136,7.02
141.147.174.7,2096,2096,true,NRT,Asia Pacific,Tokyo,153,7.00
141.147.174.190,2053,2053,true,NRT,Asia Pacific,Tokyo,107,7.00
158.179.190.253,2095,2095,false,NRT,Asia Pacific,Tokyo,100,7.00
168.138.206.109,2082,2082,false,NRT,Asia Pacific,Tokyo,110,6.99
168.138.211.217,8443,8443,true,NRT,Asia Pacific,Tokyo,130,6.97
150.230.208.83,2083,2083,true,NRT,Asia Pacific,Tokyo,119,6.97
158.179.188.175,2086,2086,false,NRT,Asia Pacific,Tokyo,100,6.96
168.138.198.53,2086,2086,false,NRT,Asia Pacific,Tokyo,97,6.95
168.138.207.64,2082,2082,false,NRT,Asia Pacific,Tokyo,99,6.95
130.162.243.131,443,443,true,FRA,Europe,Frankfurt,175,6.94
141.147.178.135,80,80,false,HKG,Asia Pacific,Hong Kong,168,6.94
168.138.196.237,2053,2053,true,NRT,Asia Pacific,Tokyo,134,6.92
141.147.174.190,2083,2083,true,NRT,Asia Pacific,Tokyo,104,6.92
164.152.17.14,443,443,true,ORD,North America,Chicago,227,6.91
168.138.202.145,8443,8443,true,NRT,Asia Pacific,Tokyo,101,6.91
168.138.205.38,2095,2095,false,NRT,Asia Pacific,Tokyo,84,6.91
141.145.206.16,8443,443,true,CDG,Europe,Paris,216,6.84
168.138.213.210,2087,2087,true,NRT,Asia Pacific,Tokyo,113,6.84
151.145.71.127,8443,8443,true,NRT,Asia Pacific,Tokyo,101,6.84
138.3.215.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,143,6.83
151.145.70.28,80,80,false,NRT,Asia Pacific,Tokyo,102,6.82
168.138.200.155,2053,2053,true,NRT,Asia Pacific,Tokyo,110,6.81
150.230.204.117,2095,2095,false,NRT,Asia Pacific,Tokyo,109,6.81
141.147.178.135,2053,2053,true,HKG,Asia Pacific,Hong Kong,161,6.80
168.138.202.145,2053,2053,true,NRT,Asia Pacific,Tokyo,81,6.78
168.138.198.202,2086,2086,false,NRT,Asia Pacific,Tokyo,111,6.76
140.238.54.149,8443,8443,true,NRT,Asia Pacific,Tokyo,103,6.75
168.138.217.146,2083,2083,true,NRT,Asia Pacific,Tokyo,107,6.75
168.138.205.195,2053,2053,true,NRT,Asia Pacific,Tokyo,125,6.75
168.138.211.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,139,6.73
150.230.208.83,2087,2087,true,NRT,Asia Pacific,Tokyo,76,6.71
168.138.212.184,8443,8443,true,NRT,Asia Pacific,Tokyo,105,6.71
141.147.167.40,2096,2096,true,NRT,Asia Pacific,Tokyo,117,6.70
138.2.143.240,443,443,true,FRA,Europe,Frankfurt,185,6.70
150.230.20.148,443,443,true,FRA,Europe,Frankfurt,174,6.69
151.145.69.174,8080,8080,false,NRT,Asia Pacific,Tokyo,108,6.68
150.230.219.168,8880,8880,false,NRT,Asia Pacific,Tokyo,99,6.68
138.3.254.39,443,443,true,FRA,Europe,Frankfurt,182,6.66
151.145.71.40,8443,8443,true,NRT,Asia Pacific,Tokyo,106,6.62
150.230.208.113,2086,2086,false,NRT,Asia Pacific,Tokyo,100,6.60
141.147.166.189,2082,2082,false,NRT,Asia Pacific,Tokyo,84,6.60
138.3.242.111,443,443,true,FRA,Europe,Frankfurt,166,6.56
168.138.197.222,2087,2087,true,NRT,Asia Pacific,Tokyo,105,6.56
151.145.69.174,8880,8880,false,NRT,Asia Pacific,Tokyo,103,6.56
168.138.206.109,2087,2087,true,NRT,Asia Pacific,Tokyo,109,6.54
141.147.166.189,8080,8080,false,NRT,Asia Pacific,Tokyo,77,6.54
168.138.196.164,2086,2086,false,HKG,Asia Pacific,Hong Kong,158,6.53
158.179.182.19,2082,2082,false,NRT,Asia Pacific,Tokyo,143,6.52
140.238.46.138,8443,8443,true,NRT,Asia Pacific,Tokyo,103,6.50
140.238.33.165,2087,2087,true,NRT,Asia Pacific,Tokyo,99,6.50
141.147.168.13,2087,2087,true,NRT,Asia Pacific,Tokyo,77,6.49
151.145.69.105,2053,2053,true,HKG,Asia Pacific,Hong Kong,158,6.49
168.138.208.17,8080,8080,false,NRT,Asia Pacific,Tokyo,97,6.48
168.138.194.121,2082,2082,false,NRT,Asia Pacific,Tokyo,98,6.48
168.138.194.121,8880,8880,false,NRT,Asia Pacific,Tokyo,104,6.48
193.123.74.12,8443,443,true,MXP,Europe,Milan,138,6.46
158.179.191.14,2053,2053,true,NRT,Asia Pacific,Tokyo,125,6.46
158.101.201.152,443,443,true,FRA,Europe,Frankfurt,243,6.45
138.3.223.50,2052,2052,false,NRT,Asia Pacific,Tokyo,101,6.44
158.101.211.58,443,443,true,FRA,Europe,Frankfurt,194,6.42
141.147.175.230,2087,2087,true,NRT,Asia Pacific,Tokyo,116,6.42
140.238.39.33,8443,8443,true,NRT,Asia Pacific,Tokyo,101,6.41
168.138.196.237,80,80,false,NRT,Asia Pacific,Tokyo,75,6.39
150.230.202.232,2052,2052,false,NRT,Asia Pacific,Tokyo,101,6.37
168.138.196.164,8443,8443,true,HKG,Asia Pacific,Hong Kong,160,6.36
141.147.191.211,8443,8443,true,NRT,Asia Pacific,Tokyo,136,6.36
168.138.207.64,2086,2086,false,NRT,Asia Pacific,Tokyo,75,6.34
151.145.68.166,8443,8443,true,NRT,Asia Pacific,Tokyo,100,6.34
141.147.174.190,2087,2087,true,NRT,Asia Pacific,Tokyo,112,6.34
141.147.169.195,2086,2086,false,NRT,Asia Pacific,Tokyo,82,6.30
152.70.104.69,2082,2082,false,NRT,Asia Pacific,Tokyo,110,6.30
168.138.209.244,2082,2082,false,NRT,Asia Pacific,Tokyo,99,6.29
141.147.167.44,2095,2095,false,NRT,Asia Pacific,Tokyo,109,6.29
152.70.111.251,8443,8443,true,NRT,Asia Pacific,Tokyo,203,6.29
141.147.79.157,443,443,true,FRA,Europe,Frankfurt,183,6.29
168.138.195.31,2083,2083,true,NRT,Asia Pacific,Tokyo,101,6.28
168.138.196.164,2086,2086,false,HKG,Asia Pacific,Hong Kong,164,6.28
158.179.186.138,2087,2087,true,NRT,Asia Pacific,Tokyo,109,6.27
150.230.202.232,2086,2086,false,NRT,Asia Pacific,Tokyo,83,6.27
152.70.104.69,2095,2095,false,NRT,Asia Pacific,Tokyo,100,6.27
158.179.186.251,2095,2095,false,NRT,Asia Pacific,Tokyo,97,6.26
168.138.212.175,2082,2082,false,NRT,Asia Pacific,Tokyo,107,6.24
168.138.209.244,2096,2096,true,NRT,Asia Pacific,Tokyo,105,6.22
151.145.69.105,2087,2087,true,HKG,Asia Pacific,Hong Kong,166,6.20
140.238.40.136,2096,2096,true,NRT,Asia Pacific,Tokyo,101,6.19
168.138.206.68,2087,2087,true,NRT,Asia Pacific,Tokyo,126,6.15
141.147.168.159,8880,8880,false,NRT,Asia Pacific,Tokyo,106,6.14
151.145.69.105,8443,8443,true,HKG,Asia Pacific,Hong Kong,171,6.10
158.179.176.239,8443,8443,true,NRT,Asia Pacific,Tokyo,108,6.05
150.230.220.232,2082,2082,false,NRT,Asia Pacific,Tokyo,101,6.05
151.145.69.105,2096,2096,true,HKG,Asia Pacific,Hong Kong,162,6.03
152.70.102.124,8443,8443,true,HKG,Asia Pacific,Hong Kong,157,6.02
158.179.178.145,2053,2053,true,NRT,Asia Pacific,Tokyo,81,6.02
141.147.183.96,2086,2086,false,NRT,Asia Pacific,Tokyo,77,6.02
158.101.219.161,443,443,true,AMS,Europe,Amsterdam,174,6.01
168.138.202.145,2082,2082,false,NRT,Asia Pacific,Tokyo,79,6.01
138.3.222.204,2053,2053,true,NRT,Asia Pacific,Tokyo,103,5.99
141.147.175.230,2096,2096,true,NRT,Asia Pacific,Tokyo,99,5.99
168.138.200.155,8080,8080,false,NRT,Asia Pacific,Tokyo,99,5.98
150.230.201.39,2083,2083,true,NRT,Asia Pacific,Tokyo,100,5.98
140.83.37.200,8880,8880,false,NRT,Asia Pacific,Tokyo,101,5.97
150.230.204.117,2087,2087,true,NRT,Asia Pacific,Tokyo,143,5.96
151.145.68.166,8880,8880,false,NRT,Asia Pacific,Tokyo,104,5.96
141.147.166.189,2087,2087,true,NRT,Asia Pacific,Tokyo,103,5.94
150.230.212.9,8443,8443,true,NRT,Asia Pacific,Tokyo,99,5.94
168.138.196.164,2052,2052,false,HKG,Asia Pacific,Hong Kong,155,5.93
168.138.202.145,80,80,false,NRT,Asia Pacific,Tokyo,98,5.92
151.145.66.219,80,80,false,NRT,Asia Pacific,Tokyo,104,5.90
168.138.205.38,2096,2096,true,NRT,Asia Pacific,Tokyo,114,5.90
168.138.211.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,155,5.87
129.150.44.39,80,80,false,SIN,Asia Pacific,Singapore,44,5.86
168.138.200.155,2096,2096,true,NRT,Asia Pacific,Tokyo,109,5.84
150.230.221.114,8880,8880,false,NRT,Asia Pacific,Tokyo,98,5.80
129.150.44.39,443,443,true,SIN,Asia Pacific,Singapore,35,5.79
138.2.176.172,443,443,true,FRA,Europe,Frankfurt,155,5.78
138.3.253.140,8080,8080,false,FRA,Europe,Frankfurt,166,5.78
152.70.106.21,2083,2083,true,NRT,Asia Pacific,Tokyo,100,5.76
158.101.69.144,2083,2083,true,NRT,Asia Pacific,Tokyo,109,5.75
168.138.209.244,80,80,false,NRT,Asia Pacific,Tokyo,115,5.74
138.3.211.101,8880,8880,false,NRT,Asia Pacific,Tokyo,99,5.74
151.145.69.105,8080,8080,false,HKG,Asia Pacific,Hong Kong,172,5.71
140.238.35.195,2087,2087,true,NRT,Asia Pacific,Tokyo,137,5.70
150.230.220.232,2086,2086,false,NRT,Asia Pacific,Tokyo,101,5.69
141.147.191.132,2083,2083,true,NRT,Asia Pacific,Tokyo,110,5.68
152.70.102.124,80,80,false,HKG,Asia Pacific,Hong Kong,154,5.67
141.147.186.210,2096,2096,true,NRT,Asia Pacific,Tokyo,130,5.66
141.147.174.7,2053,2053,true,NRT,Asia Pacific,Tokyo,120,5.65
168.138.205.195,8080,8080,false,NRT,Asia Pacific,Tokyo,99,5.61
150.230.220.232,80,80,false,NRT,Asia Pacific,Tokyo,99,5.60
168.138.208.17,2053,2053,true,NRT,Asia Pacific,Tokyo,124,5.59
168.138.211.188,2053,2053,true,HKG,Asia Pacific,Hong Kong,194,5.59
141.147.174.7,2083,2083,true,NRT,Asia Pacific,Tokyo,78,5.59
152.70.102.124,2052,2052,false,HKG,Asia Pacific,Hong Kong,151,5.58
150.230.212.87,8880,8880,false,NRT,Asia Pacific,Tokyo,97,5.58
152.70.99.187,2082,2082,false,NRT,Asia Pacific,Tokyo,104,5.57
150.230.213.95,80,80,false,NRT,Asia Pacific,Tokyo,100,5.57
150.230.21.192,443,443,true,FRA,Europe,Frankfurt,189,5.57
138.3.254.142,443,443,true,FRA,Europe,Frankfurt,167,5.56
152.70.102.124,8880,8880,false,HKG,Asia Pacific,Hong Kong,159,5.55
168.138.209.244,2053,2053,true,NRT,Asia Pacific,Tokyo,88,5.52
138.2.37.28,8443,443,true,KIX,Asia Pacific,Osaka,100,5.52
151.145.66.219,2083,2083,true,NRT,Asia Pacific,Tokyo,85,5.51
168.138.206.236,2052,2052,false,NRT,Asia Pacific,Tokyo,100,5.51
168.138.179.255,443,443,true,SIN,Asia Pacific,Singapore,2,5.48
140.238.54.149,2087,2087,true,NRT,Asia Pacific,Tokyo,79,5.46
140.83.57.116,8443,80,false,KIX,Asia Pacific,Osaka,104,5.45
168.138.195.31,2086,2086,false,NRT,Asia Pacific,Tokyo,121,5.43
138.3.215.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,165,5.43
152.67.222.167,443,443,true,ICN,Asia Pacific,Seoul,107,5.42
138.3.214.43,2096,2096,true,NRT,Asia Pacific,Tokyo,103,5.42
152.70.106.195,2087,2087,true,NRT,Asia Pacific,Tokyo,102,5.41
168.138.196.164,8880,8880,false,HKG,Asia Pacific,Hong Kong,155,5.40
152.70.98.174,2052,2052,false,NRT,Asia Pacific,Tokyo,101,5.40
168.138.205.195,8880,8880,false,NRT,Asia Pacific,Tokyo,93,5.39
152.70.102.124,2096,2096,true,HKG,Asia Pacific,Hong Kong,137,5.39
141.147.179.64,2052,2052,false,NRT,Asia Pacific,Tokyo,103,5.39
168.138.196.164,80,80,false,HKG,Asia Pacific,Hong Kong,134,5.39
144.21.62.217,443,443,true,FRA,Europe,Frankfurt,185,5.38
151.145.69.105,8880,8880,false,HKG,Asia Pacific,Hong Kong,148,5.38
150.230.219.168,2086,2086,false,NRT,Asia Pacific,Tokyo,103,5.37
141.147.178.135,8443,8443,true,HKG,Asia Pacific,Hong Kong,164,5.37
158.101.209.178,443,443,true,FRA,Europe,Frankfurt,208,5.36
168.138.196.164,2082,2082,false,HKG,Asia Pacific,Hong Kong,160,5.33
150.230.216.34,80,80,false,NRT,Asia Pacific,Tokyo,103,5.31
150.230.214.218,80,80,false,NRT,Asia Pacific,Tokyo,100,5.25
168.138.197.222,2052,2052,false,NRT,Asia Pacific,Tokyo,99,5.24
168.138.196.237,2082,2082,false,NRT,Asia Pacific,Tokyo,98,5.18
168.138.197.222,2096,2096,true,NRT,Asia Pacific,Tokyo,129,5.17
150.230.212.9,2087,2087,true,NRT,Asia Pacific,Tokyo,108,5.14
150.230.201.162,2086,2086,false,NRT,Asia Pacific,Tokyo,112,5.13
168.138.206.68,2095,2095,false,NRT,Asia Pacific,Tokyo,101,5.13
168.138.206.236,8080,8080,false,NRT,Asia Pacific,Tokyo,109,5.13
146.56.133.140,2096,80,false,NRT,Asia Pacific,Tokyo,66,5.12
129.151.152.254,80,80,false,AMS,Europe,Amsterdam,148,5.08
144.24.189.202,443,443,true,FRA,Europe,Frankfurt,282,5.08
151.145.71.40,2052,2052,false,NRT,Asia Pacific,Tokyo,75,5.05
168.138.211.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,212,5.04
168.138.197.222,8880,8880,false,NRT,Asia Pacific,Tokyo,75,5.04
129.146.2.27,443,443,true,LAX,North America,Los Angeles,185,5.04
144.24.189.21,8443,443,true,FRA,Europe,Frankfurt,181,5.01
168.138.206.109,2053,2053,true,NRT,Asia Pacific,Tokyo,103,5.00
168.138.215.188,2087,2087,true,NRT,Asia Pacific,Tokyo,167,4.98
168.138.211.188,2052,2052,false,HKG,Asia Pacific,Hong Kong,155,4.97
150.230.205.56,8880,8880,false,NRT,Asia Pacific,Tokyo,101,4.97
150.230.212.9,80,80,false,NRT,Asia Pacific,Tokyo,101,4.96
152.69.202.168,8443,443,true,KIX,Asia Pacific,Osaka,99,4.94
141.147.178.154,443,443,true,NRT,Asia Pacific,Tokyo,106,4.94
138.3.212.162,8443,8443,true,NRT,Asia Pacific,Tokyo,102,4.89
168.138.213.210,8880,8880,false,NRT,Asia Pacific,Tokyo,105,4.88
152.70.69.199,80,443,true,HYD,Asia Pacific,Hyderabad,64,4.87
168.138.215.188,2053,2053,true,NRT,Asia Pacific,Tokyo,107,4.86
138.3.212.226,8443,8443,true,NRT,Asia Pacific,Tokyo,101,4.83
168.138.208.164,2052,2052,false,NRT,Asia Pacific,Tokyo,113,4.82
168.138.214.62,2082,2082,false,NRT,Asia Pacific,Tokyo,100,4.77
141.147.179.64,2087,2087,true,NRT,Asia Pacific,Tokyo,97,4.77
141.147.68.84,443,443,true,FRA,Europe,Frankfurt,171,4.76
143.47.243.144,2053,443,true,LHR,Europe,London,173,4.73
150.230.22.146,443,443,true,FRA,Europe,Frankfurt,171,4.73
168.138.213.210,2083,2083,true,NRT,Asia Pacific,Tokyo,106,4.72
168.138.196.237,2083,2083,true,NRT,Asia Pacific,Tokyo,131,4.70
168.138.214.62,80,80,false,NRT,Asia Pacific,Tokyo,100,4.69
140.238.51.184,2083,2083,true,NRT,Asia Pacific,Tokyo,102,4.69
168.138.206.109,2096,2096,true,NRT,Asia Pacific,Tokyo,112,4.67
150.230.205.56,8443,8443,true,NRT,Asia Pacific,Tokyo,131,4.66
143.47.182.56,2053,443,true,AMS,Europe,Amsterdam,168,4.65
140.238.35.78,2083,2083,true,NRT,Asia Pacific,Tokyo,76,4.63
129.151.152.254,443,443,true,AMS,Europe,Amsterdam,147,4.62
141.147.168.13,2083,2083,true,NRT,Asia Pacific,Tokyo,126,4.62
151.145.69.105,2083,2083,true,HKG,Asia Pacific,Hong Kong,165,4.61
140.238.54.182,2087,2087,true,NRT,Asia Pacific,Tokyo,108,4.61
168.138.211.188,2096,2096,true,HKG,Asia Pacific,Hong Kong,184,4.60
141.147.72.106,8080,443,true,LHR,Europe,London,169,4.54
141.148.229.106,443,443,true,AMS,Europe,Amsterdam,184,4.52
138.3.212.162,2053,2053,true,NRT,Asia Pacific,Tokyo,118,4.51
132.145.8.134,443,443,true,FRA,Europe,Frankfurt,172,4.49
193.123.233.143,2083,80,false,NRT,Asia Pacific,Tokyo,132,4.38
168.138.196.164,2083,2083,true,HKG,Asia Pacific,Hong Kong,176,4.36
129.153.213.8,443,443,true,LAX,North America,Los Angeles,202,4.34
158.179.186.251,2096,2096,true,NRT,Asia Pacific,Tokyo,120,4.31
168.138.197.222,2095,2095,false,NRT,Asia Pacific,Tokyo,104,4.28
158.101.24.17,443,443,true,LAX,North America,Los Angeles,202,4.25
151.145.64.170,80,80,false,NRT,Asia Pacific,Tokyo,103,4.23
151.145.69.105,2095,2095,false,HKG,Asia Pacific,Hong Kong,163,4.23
151.145.65.203,80,80,false,NRT,Asia Pacific,Tokyo,102,4.22
141.147.170.160,2086,2086,false,NRT,Asia Pacific,Tokyo,101,4.22
168.138.205.195,2087,2087,true,NRT,Asia Pacific,Tokyo,126,4.20
158.101.210.75,443,443,true,FRA,Europe,Frankfurt,175,4.17
168.138.200.159,2083,2083,true,NRT,Asia Pacific,Tokyo,99,4.16
150.136.241.40,8443,443,true,IAD,North America,Ashburn,242,4.15
138.3.215.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,150,4.09
168.138.215.188,8880,8880,false,NRT,Asia Pacific,Tokyo,101,4.06
168.138.198.53,2083,2083,true,NRT,Asia Pacific,Tokyo,106,3.98
141.147.178.135,8880,8880,false,HKG,Asia Pacific,Hong Kong,147,3.97
141.147.64.45,443,443,true,FRA,Europe,Frankfurt,215,3.96
138.3.215.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,161,3.93
138.2.237.254,443,443,true,SJC,North America,San Jose,453,3.87
150.230.204.117,2052,2052,false,NRT,Asia Pacific,Tokyo,78,3.83
151.145.68.166,2087,2087,true,NRT,Asia Pacific,Tokyo,101,3.72
168.138.215.188,8443,8443,true,NRT,Asia Pacific,Tokyo,127,3.69
140.238.52.141,2096,2096,true,NRT,Asia Pacific,Tokyo,101,3.67
138.3.212.144,2052,2052,false,NRT,Asia Pacific,Tokyo,104,3.66
149.130.218.26,80,80,false,ORD,North America,Chicago,246,3.66
158.179.178.145,2082,2082,false,NRT,Asia Pacific,Tokyo,100,3.62
168.138.192.183,443,443,true,NRT,Asia Pacific,Tokyo,81,3.55
141.147.169.131,2052,2052,false,NRT,Asia Pacific,Tokyo,103,3.54
168.138.209.244,2083,2083,true,NRT,Asia Pacific,Tokyo,105,3.54
168.138.202.145,2087,2087,true,NRT,Asia Pacific,Tokyo,138,3.53
158.179.191.14,8880,8880,false,NRT,Asia Pacific,Tokyo,77,3.52
129.159.241.172,443,443,true,FRA,Europe,Frankfurt,196,3.38
158.101.209.245,443,443,true,FRA,Europe,Frankfurt,175,3.38
168.138.206.68,8443,8443,true,NRT,Asia Pacific,Tokyo,88,3.34
141.147.170.160,80,80,false,NRT,Asia Pacific,Tokyo,98,3.33
168.138.212.40,8443,8443,true,NRT,Asia Pacific,Tokyo,118,3.24
168.138.205.38,2053,2053,true,NRT,Asia Pacific,Tokyo,140,3.23
129.153.165.237,443,443,true,IAD,North America,Ashburn,234,3.23
129.153.61.213,443,443,true,YYZ,North America,Toronto,222,3.21
141.147.77.59,443,443,true,FRA,Europe,Frankfurt,184,3.21
168.138.207.64,2053,2053,true,NRT,Asia Pacific,Tokyo,106,3.20
151.145.70.28,2053,2053,true,NRT,Asia Pacific,Tokyo,101,3.10
140.83.37.145,8880,8880,false,NRT,Asia Pacific,Tokyo,102,3.05
168.138.217.146,8443,8443,true,NRT,Asia Pacific,Tokyo,109,3.02
141.147.68.143,443,443,true,FRA,Europe,Frankfurt,175,2.97
168.138.192.185,2083,2083,true,NRT,Asia Pacific,Tokyo,134,2.91
140.83.37.145,8080,8080,false,NRT,Asia Pacific,Tokyo,102,2.90
150.230.20.149,443,443,true,FRA,Europe,Frankfurt,211,2.89
141.147.71.177,443,443,true,FRA,Europe,Frankfurt,174,2.80
138.3.214.43,2053,2053,true,NRT,Asia Pacific,Tokyo,111,2.78
158.179.191.14,2086,2086,false,NRT,Asia Pacific,Tokyo,100,2.77
152.70.103.145,8880,8880,false,NRT,Asia Pacific,Tokyo,109,2.77
140.83.37.145,2082,2082,false,NRT,Asia Pacific,Tokyo,103,2.77
138.3.216.67,2086,2086,false,NRT,Asia Pacific,Tokyo,102,2.76
168.138.212.175,2083,2083,true,NRT,Asia Pacific,Tokyo,108,2.62
168.138.212.175,8443,8443,true,NRT,Asia Pacific,Tokyo,120,2.59
168.138.195.31,8443,8443,true,NRT,Asia Pacific,Tokyo,115,2.57
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,167,2.57
138.3.255.131,443,443,true,FRA,Europe,Frankfurt,165,2.54
141.147.189.242,2083,2083,true,NRT,Asia Pacific,Tokyo,114,2.52
150.230.20.156,2053,443,true,AMS,Europe,Amsterdam,194,2.49
168.138.212.74,8443,8443,true,NRT,Asia Pacific,Tokyo,110,2.48
